#
#                  objname | hl_names(pgc)                                                                                                                                                                                           |       pgc |   modz |   mod0 |     al2000 |     de2000 |        v |      e_v |     vrad |   e_vrad |     vvir |     pa |   incl |   logr25 | e_logr25 |  type |  bar |  ring |  multiple | compactness |     t |   e_t |   logd25 | e_logd25 |  vmaxg | e_vmaxg|   vrot | e_vrot |    m21 |  e_m21 |   mfir |     ag |    btc |   ubtc |   bvtc |    itc |
#
  NGC4262                 | VCC0355,UGC07365,SDSSJ121930.57+145239.5,PGC039676,NGC4262,MCG+03-31-101,LGG289:[G93]004,EVCC2062,CGCG099-014,ALFALFA1-260,AGC007365,2MASXJ12193058+1452397                                                                                                          |     39676 |  31.70 |  30.92 |   12.32517 |   14.87765 |     1367 |        2 |     1368 |        3 |     1465 |  145.0 |   34.1 |     0.06 |     0.04 | E-S0  | B    |       |           |             |  -2.6 |   0.7 |     1.24 |     0.03 | 188.89 |   5.76 | 336.58 |  11.87 |  15.08 |   0.13 |    NaN |   0.15 |  12.22 |   0.48 |   0.89 |  10.76 |
  NGC4283                 | [WTK2001]J122020.73+291837.8,UGC07390,SDSSJ122020.76+291839.1,PGC039800,NGC4283,MCG+05-29-063,LGG279:[G93]005,COMA1:[TT2002]04,CGCG158-080,2MASXJ12202078+2918392                                                                                                    |     39800 |  31.18 |  30.96 |   12.33911 |   29.31084 |      988 |      111 |      705 |       12 |     1149 |    NaN |   32.3 |     0.04 |     0.03 | E     |      |       |           |             |  -4.8 |   0.4 |     1.09 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.11 |  12.87 |   0.45 |   0.90 |    NaN |
  NGC4281                 | VCC0408,UGC07389,SDSSJ122021.52+052310.9,PGC039801,NGC4281,MCG+01-32-012,LGG281:[G93]008,IRAS12177+0539,EVCC2072,CGCG042-034,2MASXJ12202152+0523111                                                                                                                  |     39801 |  33.04 |  31.94 |   12.33932 |    5.38640 |     2728 |       21 |      NaN |      NaN |     2781 |   86.2 |   74.9 |     0.30 |     0.02 | S0-a  |      |       |           |             |  -1.5 |   0.7 |     1.46 |     0.02 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |  13.53 |   0.09 |  11.98 |    NaN |   0.88 |  10.46 |
  IC0782                  | VCC0486,SDSSJ122136.97+054556.9,SDSSJ122136.96+054556.8,SDSSJ122136.96+054556.7,PGC039962,NPM1G+06.0333,MCG+01-32-020,IC0782,EVCC0414,CGCG042-043,2MASXJ12213697+0545564                                                                                             |     39962 |  32.80 |    NaN |   12.36027 |    5.76576 |     2425 |        2 |      NaN |      NaN |     2480 |   60.9 |   62.1 |     0.25 |     0.03 | S0-a  | B    | R     |           |             |   0.4 |   2.2 |     1.06 |     0.05 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.09 |  14.03 |    NaN |    NaN |  12.88 |
  NGC4324                 | VCC0613,UGC07451,SDSSJ122306.17+051501.2,PGC040179,NGC4324,MCG+01-32-032,LGG287:[G93]004,IRAS12205+0531,HIPASSJ1223+05,EVCC2086,CGCG042-063,AGC007451,2MASXJ12230617+0515017                                                                                         |     40179 |  32.02 |  31.19 |   12.38505 |    5.25045 |     1663 |        8 |     1667 |        3 |     1716 |   54.5 |   90.0 |     0.39 |     0.05 | S0-a  | B    | R     |           |             |  -0.8 |   1.2 |     1.47 |     0.03 | 143.96 |   3.15 | 143.96 |    NaN |  15.03 |   0.13 |  13.55 |   0.10 |  12.27 |   0.27 |   0.80 |  11.03 |
  NGC4346                 | [KKH2011]S15,UGC07463,SDSSJ122327.95+465937.6,PGC040228,NGC4346,MCG+08-23-016,LGG269:[G93]015,CGCG244-009,2MASXJ12232794+4659379                                                                                                                                     |     40228 |  30.87 |  30.76 |   12.39110 |   46.99381 |      779 |       10 |      NaN |      NaN |     1005 |   99.3 |   90.0 |     0.44 |     0.06 | S0    | B    |       | M         |             |  -2.0 |   0.4 |     1.50 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.06 |  12.07 |    NaN |    NaN |   9.93 |
  NGC4377                 | [TH2002]029,[RG2008]J186.30140+14.76216,VCC0778,UGC07501,SDSSJ122512.33+144543.7,PGC040477,NGC4377,MCG+03-32-025,LGG289:[G93]007,EVCC2096,CGCG099-041,3ZW065:,2MASXJ12251230+1445439                                                                                 |     40477 |  31.64 |  31.22 |   12.42009 |   14.76222 |     1359 |       30 |      NaN |      NaN |     1458 |  179.3 |   47.4 |     0.11 |     0.03 | E-S0  |      |       | M         |             |  -2.6 |   0.6 |     1.20 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.17 |  12.50 |   0.47 |   0.82 |  11.08 |
  NGC4417                 | [RG2008]J186.71088+09.58426,VCC0944,UGC07542,SDSSJ122650.60+093503.3,PGC040756,NGC4417,MCG+02-32-053,LGG292:[G93]019,EVCC0626,EONJ186.711+09.584,EGISJ122650.6+093504,CGCG070-080,2MFGC09805,2MASXJ12265062+0935028                                                  |     40756 |  30.69 |  31.00 |   12.44738 |    9.58431 |      835 |        7 |      NaN |      NaN |      910 |   49.3 |   90.0 |     0.45 |     0.05 | S0    | B    |       |           |             |  -1.9 |   0.5 |     1.49 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.11 |  11.83 |   0.36 |   0.82 |  10.49 |
  NGC4425                 | [RG2008]J186.80558+12.73478,VCC0984,UGC07562,SDSSJ122713.34+124405.2,SDSSJ122713.33+124405.2,SDSSJ122713.33+124405.1,PGC040816,NGC4425,MCG+02-32-059,LGG286:[G93]003,EVCC0648,EONJ186.806+12.735,EGISJ122713.3+124405,CGCG070-091,2MFGC09811,2MASXJ12271335+1244052  |     40816 |  32.30 |    NaN |   12.45370 |   12.73480 |     1892 |        1 |      NaN |      NaN |     1982 |   26.1 |   84.2 |     0.39 |     0.05 | S0-a  | B    |       |           |             |  -0.6 |   1.2 |     1.49 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.12 |  12.66 |   0.47 |   0.79 |  11.35 |
  NGC4459                 | [RG2008]J187.25016+13.97857,VCC1154,UGC07614,SDSSJ122900.04+135842.8,PGC041104,NGC4459,MCG+02-32-083,LGG289:[G93]016,IRAS12264+1415,EVCC2130,CGCG070-116,2MASXJ12290002+1358428                                                                                      |     41104 |  31.39 |  31.00 |   12.48335 |   13.97852 |     1186 |       11 |      NaN |      NaN |     1283 |  108.8 |   47.0 |     0.12 |     0.04 | S0    |      | R     |           |             |  -1.6 |   1.1 |     1.62 |     0.02 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |  12.38 |   0.20 |  11.09 |   0.60 |   0.88 |   9.46 |
  NGC4474                 | [RG2008]J187.47311+14.06859,VCC1242,UGC07634,SDSSJ122953.55+140406.8,SDSSJ122953.54+140406.8,PGC041241,NGC4474,MCG+02-32-094,LGG289:[G93]063,EVCC0761,EONJ187.473+14.069,EGISJ122953.6+140407,CGCG070-127,2MASXJ12295354+1404072                                     |     41241 |  32.02 |  30.93 |   12.49821 |   14.06860 |     1610 |        8 |      NaN |      NaN |     1707 |   79.3 |   57.0 |     0.17 |     0.02 | S0    | B    |       | M         |             |  -1.9 |   0.9 |     1.37 |     0.02 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.18 |  12.24 |   0.44 |   0.81 |  10.91 |
  NGC4578                 | [RG2008]J189.37734+09.55507,VCC1720,UGC07793,SDSSJ123730.55+093318.2,PGC042149,NGC4578,MCG+02-32-159,LGG285:[G93]022,EVCC2189,CGCG070-195,2MASXJ12373054+0933184                                                                                                     |     42149 |  32.66 |  31.04 |   12.62516 |    9.55509 |     2273 |       12 |      NaN |      NaN |     2352 |   33.6 |   54.8 |     0.16 |     0.02 | S0    |      | R     |           |             |  -2.1 |   0.6 |     1.40 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.09 |  12.14 |   0.32 |   0.81 |  10.72 |
  PGC044433               | SDSSJ125818.82+132329.4,SDSSJ125818.82+132329.3,SDSSJ125818.81+132329.3,PGC044433,MCG+02-33-038,EVCC1267,CGCG071-082,2MASXJ12581874+1323290                                                                                                                          |     44433 |  33.04 |    NaN |   12.97189 |   13.39146 |     2655 |        1 |      NaN |      NaN |     2759 |   14.2 |   90.0 |     0.48 |     0.08 | S0-a  | B    |       |           |             |  -0.8 |   1.5 |     1.08 |     0.18 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.13 |  14.45 |    NaN |    NaN |  13.10 |
  NGC5103                 | UGC08388,SDSSJ132030.10+430502.1,PGC046552,NGC5103,MCG+07-27-062,LGG346:[G93]002,EONJ200.125+43.084,EGISJ132030.0+430502,CGCG218-001,CGCG217-031,2MASXJ13203005+4305024                                                                                              |     46552 |  31.75 |    NaN |   13.34168 |   43.08394 |     1290 |        3 |     1290 |        5 |     1518 |  141.6 |   63.4 |     0.21 |     0.05 | S0    | B    |       | M         |             |  -2.0 |   1.4 |     1.20 |     0.08 |  49.62 |   1.85 |  55.52 |   2.14 |  16.33 |   0.27 |    NaN |   0.08 |  13.34 |    NaN |    NaN |  11.81 |
  NGC5173                 | UGC08468,SDSSJ132825.28+463529.9,SDSSJ132825.27+463529.9,PGC047257,NPM1G+46.0259,NGC5173,MCG+08-25-005,LGG352:[G93]002,CGCG246-003,2MASXJ13282527+4635296                                                                                                            |     47257 |  32.94 |    NaN |   13.47369 |   46.59161 |     2421 |        2 |     2428 |        6 |     2661 |    NaN |   25.8 |     0.02 |     0.03 | E     |      |       |           |             |  -4.7 |   1.1 |     1.04 |     0.04 |  80.48 |   6.92 | 185.01 |  17.49 |  15.66 |   0.21 |    NaN |   0.12 |  13.24 |    NaN |    NaN |  12.27 |
  NGC5481                 | UGC09029,SDSSJ140641.26+504323.8,PGC050331,NGC5481,MCG+09-23-036,LGG372:[G93]005,KPG416B,CGCG272-028,2MASXJ14064121+5043239                                                                                                                                          |     50331 |  32.51 |    NaN |   14.11146 |   50.72329 |     1898 |       39 |     1883 |       12 |     2155 |  113.2 |   63.9 |     0.16 |     0.03 | E     |      |       |           |             |  -3.9 |   1.0 |     1.25 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.08 |  13.21 |    NaN |    NaN |    NaN |
  PGC050395               | SDSSJ140739.28+544740.6,SDSSJ140739.27+544740.8,SDSSJ140739.27+544740.5,PGC050395,NPM1G+55.0194,MCG+09-23-039,LGG373:[G93]008,CGCG272-032,2MASXJ14073925+5447404                                                                                                     |     50395 |  32.87 |    NaN |   14.12758 |   54.79461 |     2316 |        1 |      NaN |      NaN |     2582 |    8.5 |   60.4 |     0.15 |     0.03 | E-S0  |      |       |           | C           |  -3.5 |   2.1 |     0.96 |     0.06 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.05 |  14.67 |    NaN |    NaN |  13.21 |
  PGC051753               | SDSSJ142914.46+444156.3,SDSSJ142914.45+444156.3,PGC051753,MCG+08-26-036,CGCG247-032,2MASXJ14291447+4441567                                                                                                                                                           |     51753 |  32.94 |    NaN |   14.48735 |   44.69902 |     2410 |        2 |      NaN |      NaN |     2656 |   31.8 |   90.0 |     0.54 |     0.08 | S0-a  |      |       |           |             |  -1.0 |   1.7 |     1.09 |     0.11 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.06 |  14.80 |    NaN |    NaN |  13.37 |
  NGC5838                 | UGC09692,SDSSJ150526.23+020557.4,PGC053862,NGC5846:[MTT2005]159,NGC5838,MCG+00-38-022,LGG392:[G93]004,IRAS15029+0217,CGCG020-057,2MASXJ15052627+0205576                                                                                                              |     53862 |  31.45 |    NaN |   15.09064 |    2.09947 |     1252 |        4 |      NaN |      NaN |     1337 |   39.6 |   90.0 |     0.47 |     0.02 | E-S0  | B    |       |           |             |  -2.6 |   0.6 |     1.59 |     0.02 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |  13.33 |   0.23 |  11.54 |   0.54 |   0.89 |  10.02 |
  NGC5864                 | UGC09740,SDSSJ150933.56+030309.9,PGC054111,NGC5864,NGC5846:[MTT2005]299,MCG+01-39-002,LGG393:[G93]006,CGCG049-015,2MASXJ15093354+0303098                                                                                                                             |     54111 |  32.21 |    NaN |   15.15933 |    3.05274 |     1802 |       21 |     1850 |        8 |     1892 |   67.0 |   90.0 |     0.51 |     0.05 | S0    | B    | R     |           |             |  -1.6 |   1.0 |     1.40 |     0.06 | 265.87 |  20.99 | 265.87 |    NaN |  17.24 |   0.42 |    NaN |   0.20 |  12.50 |    NaN |    NaN |  11.24 |
  PGC054452               | SDSSJ151534.61+021453.8,SDSSJ151534.60+021453.8,PGC054452,MCG+00-39-014,CGCG021-058,2MASXJ15153460+0214534                                                                                                                                                           |     54452 |  32.34 |    NaN |   15.25961 |    2.24826 |     1906 |        2 |      NaN |      NaN |     1993 |  109.3 |   42.3 |     0.10 |     0.03 | S0-a  |      | R     |           |             |  -1.3 |   1.5 |     0.98 |     0.05 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.18 |  14.54 |    NaN |    NaN |  13.10 |
  NGC6017                 | UGC10098,SDSSJ155715.44+055954.1,SDSSJ155715.43+055954.1,PGC056475,NGC6017,MCG+01-41-003,CGCG051-008,2MASXJ15571548+0559541                                                                                                                                          |     56475 |  32.21 |  32.35 |   15.95429 |    5.99836 |     1796 |        8 |      NaN |      NaN |     1907 |    NaN |   27.4 |     0.03 |     0.06 | E     |      |       |           |             |  -4.7 |   1.2 |     0.90 |     0.13 |  34.84 |   2.53 |  75.70 |   6.71 |  19.48 |   0.42 |    NaN |   0.23 |  13.54 |    NaN |    NaN |  12.28 |
  PGC056772               | SDSSJ160211.63+070510.0,SDSSJ160211.63+070509.9,SDSSJ160211.62+070509.9,PGC056772,MCG+01-41-006,IRAS15597+0713,CGCG051-021,2MASXJ16021160+0705094                                                                                                                    |     56772 |  33.04 |    NaN |   16.03656 |    7.08607 |     2654 |        1 |      NaN |      NaN |     2771 |   10.8 |   90.0 |     0.40 |     0.08 | S0-a  |      |       |           |             |  -1.0 |   2.0 |     1.11 |     0.11 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |  13.35 |   0.20 |  14.50 |    NaN |    NaN |  13.18 |
  NGC6149                 | UGC10391,SDSSJ162724.24+193549.9,SDSSJ162724.23+193549.9,SDSSJ162724.23+193549.8,PGC058183,NGC6149,MCG+03-42-011,CGCG109-021,2MASXJ16272427+1935502                                                                                                                  |     58183 |  32.91 |    NaN |   16.45673 |   19.59718 |     2436 |        1 |      NaN |      NaN |     2611 |   18.2 |   90.0 |     0.46 |     0.03 | S0    |      |       |           |             |  -2.0 |   0.6 |     1.09 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.30 |  14.12 |    NaN |    NaN |  12.55 |
  NGC6278                 | UGC10656,SDSSJ170050.32+230039.7,PGC059426,NGC6278,MCG+04-40-011,LGG409:[G93]003,CGCG139-029,2MASXJ17005034+2300394                                                                                                                                                  |     59426 |  33.19 |    NaN |   17.01398 |   23.01104 |     2795 |       24 |     2776 |        9 |     2986 |  127.8 |   78.8 |     0.30 |     0.03 | S0    | B    | R     |           |             |  -1.8 |   0.7 |     1.24 |     0.04 |  74.59 |   4.42 |  76.04 |   4.53 |  17.19 |   0.37 |    NaN |   0.27 |  13.43 |    NaN |    NaN |    NaN |
  UGC03960                | UGC03960,SDSSJ074022.75+231629.9,SDSSJ074022.74+231629.9,PGC021542,NPM1G+23.0137,MCG+04-18-030,CGCG117-062,2MASXJ07402276+2316303                                                                                                                                    |     21542 |  32.62 |    NaN |    7.67298 |   23.27500 |     2256 |        2 |      NaN |      NaN |     2304 |   46.7 |   72.4 |     0.15 |     0.03 | E     |      |       |           |             |  -4.8 |   0.7 |     1.10 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.20 |  14.42 |    NaN |    NaN |  12.88 |
  NGC2577                 | UGC04367,SDSSJ082243.44+223311.0,PGC023498,NGC2577,MCG+04-20-042,CGCG119-074,2MASXJ08224347+2233109                                                                                                                                                                  |     23498 |  32.51 |    NaN |    8.37874 |   22.55305 |     2112 |        9 |     2115 |        8 |     2167 |  105.0 |   76.3 |     0.25 |     0.03 | E-S0  |      |       |           |             |  -2.9 |   0.5 |     1.19 |     0.04 | 222.76 |  19.81 | 229.28 |  20.50 |  19.11 |   0.30 |    NaN |   0.23 |  13.17 |   0.54 |   0.93 |    NaN |
  NGC2592                 | UGC04411,SDSSJ082708.05+255813.1,PGC023701,NGC2592,MCG+04-20-055,CGCG119-102,2MASXJ08270808+2558132                                                                                                                                                                  |     23701 |  32.47 |  32.03 |    8.45224 |   25.97032 |     2046 |       15 |      NaN |      NaN |     2120 |   47.2 |   51.3 |     0.09 |     0.03 | E     |      |       |           |             |  -4.8 |   0.7 |     1.17 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.26 |  13.32 |    NaN |    NaN |    NaN |
  NGC2685                 | UGC04666,SDSSJ085534.70+584403.8,PGC025065,PANCAKE_GALAXY,NGC2685,MCG+10-13-039,IRAS08517+5855,HELIX_GALAXY,CGCG288-012,ARP336,2MASXJ08553474+5844038                                                                                                                |     25065 |  31.03 |    NaN |    8.92631 |   58.73439 |      877 |        2 |      876 |        3 |     1094 |   38.0 |   68.4 |     0.27 |     0.06 | S0-a  | B    | R     | M         |             |  -1.0 |   1.0 |     1.64 |     0.03 | 135.47 |   3.80 | 145.70 |   4.23 |  13.74 |   0.13 |    NaN |   0.27 |  11.88 |   0.27 |   0.75 |    NaN |
  NGC3412                 | UGC05952,SDSSJ105053.27+132443.6,PGC032508,NGC3412,MCG+02-28-016,LGG217:[G93]007,LEO_GROUP:[FS90]049,CGCG066-038,2MASXJ10505331+1324437                                                                                                                              |     32508 |  30.60 |  30.25 |   10.84814 |   13.41216 |      843 |       15 |      NaN |      NaN |      902 |  155.0 |   71.8 |     0.26 |     0.05 | S0    | B    | R     |           |             |  -2.0 |   0.4 |     1.60 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.12 |  11.31 |   0.34 |   0.85 |   9.02 |
  NGC3458                 | UGC06037,SDSSJ105601.47+570701.1,PGC032854,NGC3458,MCG+10-16-026,LGG226:[G93]003,CGCG291-014,2MASXJ10560145+5707010                                                                                                                                                  |     32854 |  32.34 |    NaN |   10.93375 |   57.11695 |     1770 |       32 |      NaN |      NaN |     2005 |    6.7 |   74.6 |     0.28 |     0.06 | S0    | B    |       |           |             |  -2.0 |   0.4 |     1.14 |     0.08 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.04 |  12.99 |    NaN |    NaN |    NaN |
  NGC3613                 | UGC06323,SDSSJ111836.10+575959.9,PGC034583,NGC3613,MCG+10-16-109,LGG232:[G93]001,CGCG291-049,2MASXJ11183613+5759597                                                                                                                                                  |     34583 |  32.59 |  32.30 |   11.31003 |   57.99995 |     2021 |       75 |      NaN |      NaN |     2263 |   99.7 |   90.0 |     0.30 |     0.06 | E     |      |       |           |             |  -4.5 |   0.9 |     1.55 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.05 |  11.65 |    NaN |   0.90 |    NaN |
  NGC3648                 | UGC06389,SDSSJ112231.50+395236.7,PGC034908,NGC3648,MCG+07-23-043,LGG236:[G93]001,CGCG214-002,CGCG213-043,2MASXJ11223148+3952370                                                                                                                                      |     34908 |  32.47 |    NaN |   11.37542 |   39.87691 |     1950 |       10 |      NaN |      NaN |     2135 |   73.2 |   64.5 |     0.21 |     0.03 | S0    |      |       |           |             |  -2.1 |   0.6 |     1.08 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.09 |  13.51 |    NaN |    NaN |    NaN |
  NGC3641                 | UGC06370,SDSSJ112108.81+031140.5,PGC034780,NGC3641,MCG+01-29-034,LGG233:[G93]006,2MASXJ11210878+0311401                                                                                                                                                              |     34780 |  32.12 |  32.11 |   11.35245 |    3.19454 |     1780 |       47 |      NaN |      NaN |     1800 |  178.3 |   49.0 |     0.08 |     0.03 | E     |      |       |           | C           |  -4.9 |   0.3 |     0.99 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.18 |  13.91 |    NaN |   0.84 |  12.78 |
  NGC3665                 | UGC06426,SDSSJ112443.66+384546.0,PGC035064,NGC3665,MCG+07-24-003,LGG236:[G93]004,IRAS11220+3902,CGCG214-004,2MASXJ11244363+3845460                                                                                                                                   |     35064 |  32.51 |    NaN |   11.41213 |   38.76279 |     1991 |       15 |      NaN |      NaN |     2173 |   29.4 |   50.3 |     0.13 |     0.04 | S0    |      |       |           |             |  -2.1 |   0.6 |     1.61 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |  12.10 |   0.08 |  11.66 |   0.45 |   0.90 |  10.25 |
  NGC3658                 | UGC06409,SDSSJ112358.26+383344.4,PGC035003,NGC3658,MCG+07-24-002,LGG236:[G93]003,CGCG214-003,2MASXJ11235824+3833447                                                                                                                                                  |     35003 |  32.55 |    NaN |   11.39951 |   38.56238 |     2043 |       60 |      NaN |      NaN |     2224 |    NaN |   25.4 |     0.03 |     0.06 | S0    | B    | R     |           |             |  -2.1 |   0.7 |     1.23 |     0.07 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.09 |  12.98 |   0.43 |   0.90 |    NaN |
  NGC3674                 | UGC06444,SDSSJ112626.60+570254.0,PGC035191,NGC3674,MCG+10-16-138,LGG234:[G93]004,CGCG291-069,2MASXJ11262660+5702538                                                                                                                                                  |     35191 |  32.70 |    NaN |   11.44072 |   57.04832 |     2119 |       19 |      NaN |      NaN |     2360 |   32.0 |   90.0 |     0.53 |     0.06 | S0    |      |       |           |             |  -1.9 |   0.4 |     1.20 |     0.08 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.06 |  12.92 |    NaN |    NaN |    NaN |
  NGC3757                 | UGC06584,SDSSJ113702.86+582455.8,PGC035955,NGC3757,MCG+10-17-026,LGG244:[G93]002,CGCG292-010,2MASXJ11370282+5824563                                                                                                                                                  |     35955 |  31.75 |    NaN |   11.61746 |   58.41553 |     1267 |       50 |      NaN |      NaN |     1513 |  125.0 |   45.8 |     0.11 |     0.06 | S0    | B    |       |           |             |  -2.1 |   0.6 |     1.06 |     0.09 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.06 |  13.36 |    NaN |    NaN |    NaN |
  NGC3838                 | UGC06707,SDSSJ114413.76+575653.5,PGC036505,NGC3838,MCG+10-17-056,LGG244:[G93]005,CGCG292-022,2MASXJ11441372+5756531                                                                                                                                                  |     36505 |  31.81 |    NaN |   11.73715 |   57.94815 |     1299 |       60 |      NaN |      NaN |     1546 |  140.7 |   80.2 |     0.38 |     0.06 | S0-a  |      |       |           |             |  -0.3 |   0.8 |     1.15 |     0.08 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.05 |  13.07 |   0.34 |   0.82 |    NaN |
  NGC4179                 | UGC07214,SDSSJ121252.11+011758.8,PGC038950,NGC4179,MCG+00-31-038,LGG275:[G93]005,GAMAJ121252.11+011758.8,GAMA273336,EVCC2034,EONJ183.217+01.300,EGISJ121252.1+011759,CGCG013-104,2MASXJ12125210+0117588                                                              |     38950 |  31.39 |    NaN |   12.21447 |    1.29971 |     1262 |       36 |      NaN |      NaN |     1292 |  145.6 |   90.0 |     0.57 |     0.05 | S0    | B    |       | M         |             |  -1.9 |   0.9 |     1.65 |     0.02 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.14 |  11.70 |   0.38 |   0.82 |  10.01 |
  NGC4191                 | VCC0094,UGC07233,SDSSJ121350.40+071203.2,PGC039034,NGC4191,MCG+01-31-026,LGG281:[G93]001,HIPASSJ1213+07,EVCC0190,CGCG041-049,AGC007233,2MASXJ12135037+0712030                                                                                                        |     39034 |  32.97 |    NaN |   12.23066 |    7.20090 |     2640 |        6 |     2660 |        4 |     2699 |    2.8 |   41.3 |     0.09 |     0.03 | S0    |      |       |           |             |  -1.8 |   1.3 |     1.18 |     0.04 | 146.91 |   7.26 | 222.65 |  11.48 |  15.14 |   0.24 |    NaN |   0.09 |  13.44 |    NaN |    NaN |  12.18 |
  NGC4215                 | VCC0166,UGC07281,SDSSJ121554.53+062404.1,PGC039251,NGC4215,MCG+01-31-031,LGG278:[G93]003,EVCC2045,EONJ183.977+06.401,EGISJ121554.5+062404,CGCG041-055,ARK352,2MASXJ12155451+0624040                                                                                  |     39251 |  32.47 |  31.78 |   12.26514 |    6.40114 |     2070 |        9 |      NaN |      NaN |     2126 |  174.5 |   90.0 |     0.47 |     0.03 | S0-a  | B    | R     |           |             |  -0.9 |   1.0 |     1.23 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.07 |  12.79 |   0.29 |   0.84 |  11.45 |
  NGC4259                 | VCC0342,UGC07359,SDSSJ121922.21+052235.0,SDSSJ121922.20+052235.0,PGC039657,NPM1G+05.0335,NGC4259,MCG+01-31-051,LGG281:[G93]022,EVCC0339,CGCG042-012,ARK356,ABELL1516:[SBM98]J1219+0522,2MASXJ12192219+0522344                                                        |     39657 |  32.84 |  33.78 |   12.32284 |    5.37638 |     2475 |        2 |      NaN |      NaN |     2527 |  142.9 |   90.0 |     0.36 |     0.03 | S0    |      |       |           |             |  -2.0 |   0.4 |     1.01 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.08 |  14.35 |    NaN |   0.94 |  12.92 |
  NGC4264                 | VCC0358,UGC07364,SDSSJ121935.76+055048.3,SDSSJ121935.75+055048.3,PGC039687,NGC4264,MCG+01-32-001,LGG281:[G93]006,EVCC0350,CGCG042-020,ARK357,2MASXJ12193577+0550484                                                                                                  |     39687 |  32.87 |    NaN |   12.32660 |    5.84676 |     2512 |       15 |     2633 |        8 |     2566 |  109.5 |   43.1 |     0.10 |     0.04 | S0-a  | B    | R     |           |             |  -1.1 |   0.7 |     0.93 |     0.10 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.07 |  13.56 |   0.44 |   0.82 |  12.17 |
  NGC4268                 | VCC0371,UGC07371,SDSSJ121947.22+051701.6,SDSSJ121947.21+051701.6,SDSSJ121947.21+051701.5,PGC039712,NPM1G+05.0339,NGC4268,MCG+01-32-004,LGG281:[G93]011,EVCC0355,CGCG042-023,2MASXJ12194722+0517011                                                                   |     39712 |  32.38 |    NaN |   12.32978 |    5.28373 |     2012 |       32 |     2374 |       11 |     2064 |   47.4 |   78.6 |     0.37 |     0.04 | S0-a  | B    | R     |           |             |  -0.3 |   0.7 |     1.18 |     0.06 |  69.41 |   5.48 |  70.80 |   5.61 |  15.91 |   0.31 |    NaN |   0.08 |  13.43 |   0.41 |   0.94 |  11.87 |
  NGC4342                 | VCC0657,UGC07466,SDSSJ122338.99+070314.3,PGC040252,NGC4342,MCG+01-32-039,LGG292:[G93]011,IC3256,EVCC0489,EONJ185.913+07.054,EGISJ122339.0+070314,CGCG042-071,ARK361,2MASXJ12233902+0703141                                                                           |     40252 |  30.40 |    NaN |   12.39417 |    7.05395 |      751 |       24 |      NaN |      NaN |      813 |  165.1 |   90.0 |     0.29 |     0.04 | E-S0  | B    |       |           |             |  -3.2 |   1.0 |     1.10 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.09 |  13.11 |    NaN |   0.96 |  11.50 |
