#
#                  objname | hl_names(pgc)                                                                                                                                                                                           |       pgc |   modz |   mod0 |     al2000 |     de2000 |        v |      e_v |     vrad |   e_vrad |     vvir |     pa |   incl |   logr25 | e_logr25 |  type |  bar |  ring |  multiple | compactness |     t |   e_t |   logd25 | e_logd25 |  vmaxg | e_vmaxg|   vrot | e_vrot |    m21 |  e_m21 |   mfir |     ag |    btc |   ubtc |   bvtc |    itc |
#
  IC0051                  | PGC002710,MCG-02-03-011,IRAS00438-1342,IC0051,HIPASSJ0046-13,ARP230,6dFJ0046242-132633,2MASXJ00462421-1326326                                                                                                                                                                                                                                       |      2710 |  31.86 |    NaN |    0.77338 |  -13.44234 |     1716 |        6 |     1715 |        6 |     1616 |    NaN |   59.2 |     0.18 |     0.05 | S0    |      |       |           |             |  -2.0 |   0.5 |     1.23 |     0.05 |  64.10 |   3.17 |  74.61 |   3.81 |  15.21 |   0.16 |  12.23 |   0.09 |  13.64 |    NaN |    NaN |  11.77 |
  ESO411-013              | PGC172889,PGC172888,PGC002753,ESOLV4110130,ESO411-013                                                                                                                                                                                                                                                                                               |      2753 |  31.81 |    NaN |    0.78511 |  -31.58135 |     1760 |        6 |     1760 |        8 |     1581 |   33.4 |   90.0 |     0.50 |     0.02 | SBm   | B    |       |           |             |   9.0 |   0.5 |     1.09 |     0.03 |  57.75 |   5.70 |  57.75 |    NaN |  16.45 |   0.27 |    NaN |   0.07 |  14.86 |    NaN |    NaN |  14.34 |
  NGC0247                 | [PDS2002]0518,UGCA011,PGC002758,NGC0247,MCG-04-03-005,IRAS00446-2101,GLXYG113.8-83.5+144,ESOLV5400220,ESO540-022,AGC400384,2MASXJ00470855-2045374                                                                                                                                                                                                   |      2758 |    NaN |  27.85 |    0.78571 |  -20.76045 |      156 |        2 |      157 |        3 |       23 |  166.8 |   76.4 |     0.55 |     0.03 | SABc  | B    |       |           |             |   6.9 |   0.5 |     2.29 |     0.01 |  82.15 |   1.96 |  84.53 |   2.02 |  10.81 |   0.14 |  10.55 |   0.08 |   8.61 |    NaN |   0.44 |   8.37 |
  NGC0254                 | PGC002778,NGC0254,MCG-05-03-005,ESOLV4110150,ESO411-015,6dFJ0047276-312518,2MASXJ00472759-3125181                                                                                                                                                                                                                                                   |      2778 |  31.64 |    NaN |    0.79100 |  -31.42169 |     1626 |       10 |     1624 |       25 |     1448 |  132.7 |   57.4 |     0.19 |     0.04 | S0-a  | B    | R     |           |             |  -1.2 |   1.0 |     1.44 |     0.03 | 125.05 |  12.32 | 148.49 |  14.80 |  16.36 |   0.34 |    NaN |   0.10 |  12.47 |   0.34 |   0.82 |  10.19 |
  NGC0253                 | UGCA013,SILVER_COIN_GALAXY,SCULPTOR_GALAXY,PGC002789,NGC0253,MRC0045-255,MCG-04-03-009,IRAS00450-2533,HIPASSJ0047-25,ESOLV4740290,ESO474-029,DUKST474-001,AGC020535,2MASXJ00473313-2517196                                                                                                                                                          |      2789 |    NaN |  27.84 |    0.79253 |  -25.28844 |      243 |        2 |      242 |        4 |       89 |   52.6 |   90.0 |     0.77 |     0.04 | SABc  | B    |       |           |             |   5.1 |   0.4 |     2.43 |     0.01 | 189.80 |   2.87 | 189.80 |    NaN |  10.37 |   0.15 |   5.63 |   0.08 |   6.61 |   0.23 |   0.69 |    NaN |
  NGC0255                 | PGC002802,NGC0255,MCG-02-03-017,IRAS00452-1144,HIPASSJ0047-11,6dFJ0047473-112807,2MASXJ00474730-1128073                                                                                                                                                                                                                                             |      2802 |  31.75 |    NaN |    0.79647 |  -11.46871 |     1598 |        7 |     1591 |        5 |     1506 |    6.5 |   26.2 |     0.04 |     0.03 | Sbc   | B    |       |           |             |   4.1 |   0.6 |     1.31 |     0.03 |  68.66 |   2.05 | 155.75 |   5.33 |  13.51 |   0.15 |  12.24 |   0.12 |  12.21 |  -0.28 |   0.44 |    NaN |
  ESO540-031              | [RC2]A0047-21,UGCA015,PGC002904,PGC002902,MCG-04-03-019,HIPASSJ0049-20,ESOLV5400311,ESOLV5400310,ESO540-031,DDO006                                                                                                                                                                                                                                  |      2902 |    NaN |  27.62 |    0.83047 |  -21.01302 |      294 |        2 |      294 |        3 |      159 |   34.8 |   90.0 |     0.44 |     0.03 | IB    | B    |       |           |             |   9.8 |   0.6 |     1.21 |     0.03 |   9.77 |   0.33 |   9.77 |    NaN |  16.02 |   0.10 |    NaN |   0.07 |  14.10 |  -0.15 |   0.31 |    NaN |
  ESO079-007              | PGC002919,LOG034,IRAS00480-6649,HIPASSJ0049-66,ESOLV0790070,ESO079-007,AGC020578,6dFJ0050041-663310,2MASXJ00500411-6633099                                                                                                                                                                                                                          |      2919 |  31.58 |    NaN |    0.83447 |  -66.55272 |     1670 |        4 |     1670 |        5 |     1396 |    2.6 |   39.2 |     0.10 |     0.02 | SBbc  | B    |       |           |             |   4.0 |   3.3 |     1.21 |     0.03 |  52.01 |   0.87 |  82.21 |   1.50 |  15.39 |   0.17 |  13.53 |   0.07 |  13.40 |    NaN |    NaN |  12.38 |
  NGC0274                 | VV081:,PGC002980,NGC0274,MCG-01-03-021,LGG015:[G93]001,ARP140:,AGC400423,6dFJ0051019-070325,2MASXJ00510187-0703247,2MASXJ00510186-0703249                                                                                                                                                                                                           |      2980 |  31.92 |  31.43 |    0.85052 |   -7.05702 |     1728 |       23 |     1748 |        5 |     1657 |  157.6 |   37.8 |     0.07 |     0.03 | E-S0  | B    | R     | M         |             |  -2.8 |   0.5 |     1.10 |     0.04 | 123.16 |   4.32 | 200.90 |   7.62 |  13.59 |   0.39 |    NaN |   0.24 |  13.13 |    NaN |    NaN |  10.93 |
  NGC0275                 | VV081:,PGC002984,NGC0275,MCG-01-03-022,LGG015:[G93]002,IRAS00485-0720,ARP140:,2MASXJ00510452-0703563                                                                                                                                                                                                                                                |      2984 |  31.97 |    NaN |    0.85126 |   -7.06629 |     1748 |        3 |     1749 |        4 |     1677 |    NaN |   38.2 |     0.10 |     0.05 | SBc   | B    |       | M         |             |   6.0 |   0.3 |     1.24 |     0.11 | 125.79 |   3.62 | 203.55 |   6.57 |  14.16 |   0.12 |  11.39 |   0.24 |  12.38 |    NaN |    NaN |  11.61 |
  PGC003062               | PGC003062,MCG-01-03-027,LOG037,HIPASSJ0052-03,6dFJ0052172-035802                                                                                                                                                                                                                                                                                    |      3062 |  31.52 |  32.41 |    0.87145 |   -3.96708 |     1411 |        3 |     1411 |        5 |     1354 |    3.5 |   73.2 |     0.48 |     0.03 | Scd   |      |       |           |             |   6.8 |   0.7 |     1.13 |     0.04 |  67.39 |   3.02 |  70.40 |   3.16 |  14.84 |   0.18 |    NaN |   0.25 |  14.93 |    NaN |    NaN |    NaN |
  NGC0289                 | VV484,PGC003089,NGC0289,MCG-05-03-010,IRAS00502-3128,HIPASSJ0052-31,ESOLV4110250,ESO411-025,6dFJ0052423-311221,2MASXJ00524236-3112209                                                                                                                                                                                                               |      3089 |  31.64 |  31.59 |    0.87842 |  -31.20581 |     1630 |        2 |     1629 |        3 |     1451 |  128.6 |   43.0 |     0.13 |     0.02 | SBbc  | B    |       | M         |             |   4.0 |   0.5 |     1.53 |     0.02 | 125.56 |   1.29 | 184.26 |   2.11 |  12.34 |   0.13 |  11.18 |   0.09 |  11.39 |   0.07 |   0.68 |    NaN |
  ESO411-026              | PGC003095,ESOLV4110260,ESO411-026                                                                                                                                                                                                                                                                                                                   |      3095 |  31.64 |    NaN |    0.87931 |  -31.71818 |     1608 |        5 |     1609 |        6 |     1428 |   30.3 |   78.5 |     0.34 |     0.03 | SBm   | B    |       |           |             |   9.0 |   0.4 |     1.06 |     0.04 |  55.43 |   4.04 |  56.56 |   4.14 |  16.31 |   0.28 |    NaN |   0.08 |  15.14 |    NaN |    NaN |  14.53 |
  IC1596                  | UGC00550,PGC003219,MCG+03-03-007,LOG039,KIG0039,IC1596,CGCG458-009,AGC000550,2MIG0106,2MASXJ00544282+2131215                                                                                                                                                                                                                                        |      3219 |  33.01 |    NaN |    0.91189 |   21.52264 |     2675 |        3 |     2675 |        5 |     2743 |  118.5 |   72.8 |     0.40 |     0.05 | Sab   |      |       |           |             |   2.3 |   1.5 |     1.27 |     0.07 |  96.90 |   4.73 | 101.43 |   4.98 |  15.71 |   0.42 |    NaN |   0.21 |  14.26 |    NaN |    NaN |  14.22 |
  NGC0300                 | PGC003238,NGC0300,MCG-06-03-005,LGG004:[G93]002,IRAS00528-3758,IRAS00525-3757,IRAS00523-3756,HIPASSJ0054-37,ESOLV2950200,ESO295-020,2MASXJ00545347-3741037                                                                                                                                                                                          |      3238 |    NaN |  26.53 |    0.91487 |  -37.68448 |      165 |        7 |      145 |        3 |      -38 |  114.3 |   48.5 |     0.17 |     0.04 | Scd   |      |       |           |             |   6.9 |   0.4 |     2.29 |     0.01 |  67.19 |   1.48 |  89.71 |   2.08 |   9.14 |   0.21 |   9.43 |   0.06 |   8.39 |   0.08 |   0.54 |    NaN |
  NGC0298                 | PGC1020721,PGC003250,NGC0298,MCG-01-03-033,LGG015:[G93]003,HIPASSJ0054-07,6dFJ0055024-071959,2MASXJ00550234-0719591                                                                                                                                                                                                                                 |      3250 |  31.97 |  32.18 |    0.91732 |   -7.33320 |     1754 |        3 |     1754 |        4 |     1680 |   91.7 |   73.7 |     0.48 |     0.03 | Sc    |      |       |           |             |   5.9 |   0.6 |     1.17 |     0.04 |  92.84 |   3.18 |  96.71 |   3.33 |  14.09 |   0.09 |    NaN |   0.42 |  14.55 |    NaN |    NaN |  12.67 |
